baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SPRR2F,1.19545488959517,-3.74978585787767,1.47399902432904,-2.5439540976525,0.0109605487074125,NA
SPTBN4,3.13124567704874,-2.10176378927228,0.825831095717225,-2.5450286386309,0.0109268776175368,NA
SPTLC1,33.924852214634,0.726275705486549,0.276761876643803,2.62418984252401,0.00868553584391104,0.999483955276918
SPTY2D1,39.617165630743,-0.514857225871648,0.196921711618361,-2.61452747714002,0.00893509732785848,0.999483955276918
SRSF1,136.197549528149,0.439483075462906,0.144161324277947,3.04855048789347,0.00229948270088958,0.705749565614695
SRSF11,161.312218368598,0.32950378338507,0.134946123506359,2.44174322924914,0.0146165384948578,0.999483955276918
SSTR1,3.2313330990879,-2.71988835072642,1.00626894011919,-2.70294375816099,0.0068728374486743,NA
STAG2,172.866538246031,-0.687041588263211,0.249106473043474,-2.75802382759964,0.00581519589284046,0.999483955276918
STAU2,36.4685517592492,-0.662616766855209,0.191054548632545,-3.46820722980859,0.000523943084083022,0.361815446002082
SUPT4H1,17.9748555162361,0.883888953952832,0.321070247482933,2.7529456898675,0.00590616932307512,0.999483955276918
SYNDIG1L,2.66550347545334,-2.70590646733753,1.07884241928639,-2.5081572794731,0.0121362634481774,NA
SYNGR1,6.47622097978846,-1.46109404468363,0.578302196676807,-2.5265234216293,0.0115197706853463,NA
SYNPO2L,5.47702696577511,-1.57334474105551,0.670112131137435,-2.34788279147394,0.0188804615409971,NA
TBC1D4,135.394240273922,0.437977290747323,0.186337025252433,2.35045767288594,0.0187503400885139,0.999483955276918
TBC1D7,14.2890458373118,-0.860439404894568,0.342441435294921,-2.51266148371774,0.0119824251538381,0.999483955276918
TIMD4,3.49580416173462,1.72421921285341,0.727745055388534,2.36926269726817,0.0178235887491234,NA
TMC4,1.50983923623247,-2.58319285499969,1.03784420869762,-2.48899866988833,0.0128103445015491,NA
TMEM155,6.74344633460397,-1.65286393098465,0.697474679121458,-2.3697834207639,0.0177985078110482,NA
TNFAIP1,17.505742800492,-0.794203677460777,0.286052172389602,-2.77642945629888,0.00549595601845843,0.974743860015602
TOMM70,41.8922135560682,-0.545761482898684,0.205312113702666,-2.65820400489889,0.00785583238780736,0.999483955276918
TRH,1.07164871717538,-3.99996651743203,1.51168570211171,-2.64603052859757,0.00814424660340422,NA
TRIM45,5.58619027923113,-1.90946763444582,0.744721572709223,-2.56400204374283,0.0103472935288812,NA
TRIML1,3.24812905381695,-2.1408967618851,0.914996795981319,-2.33978607497639,0.0192947882787626,NA
TRIP4,19.7275609318828,-0.714375658490641,0.276554418362422,-2.58312871195737,0.00979087883788134,0.999483955276918
TRPC4AP,50.7304831703164,0.605040354223334,0.189805558000936,3.18768512679881,0.00143416618085708,0.668344896224597
TUBGCP6,69.548222374252,0.55827232788893,0.225585438828658,2.47477111460622,0.0133321587779778,0.999483955276918
UBE2E1,5.31919703562449,1.263234212246,0.503889578793746,2.50696633827998,0.0121772307830718,NA
UGT1A4,3.27245549952438,-2.7719491526423,1.16921740887581,-2.37077307573406,0.017750925755011,NA
USP17L11,15.4802479640233,-4.55024183005698,1.46250755703397,-3.11126038848309,0.00186290591015396,0.681756064929876
USP19,27.4762494991345,0.563808804647796,0.229624328711669,2.455353088286,0.0140746268909803,0.999483955276918
VCL,72.4140894114367,-0.506938293927339,0.176934355025824,-2.8651207610492,0.00416850241742178,0.852921911298023
VGLL2,1.85133119852976,-2.54034738413778,0.979940895585117,-2.59234755441139,0.0095323417241084,NA
VN1R10P,4.71789409079083,-2.37992445133986,0.803618998444519,-2.96150844609999,0.00306136096871973,NA
VWA8,43.5758499892059,-0.699674997993524,0.268842030004072,-2.60255064278054,0.00925331476657468,0.999483955276918
WARS1,17.8144281391104,-0.809103832195339,0.272584396761037,-2.96826906385491,0.00299482049647155,0.769529573616608
WHAMMP3,14.0944911036018,-0.926252785744339,0.328056986731088,-2.82345087350204,0.00475097063412763,0.92093814976274
XRCC4,10.4153103629054,-1.22599972073273,0.38468353338849,-3.18703457341544,0.00143739591802435,0.668344896224597
YBX1,72.0077131187542,0.55668472832834,0.224307527384392,2.48179245172793,0.0130723390950849,0.999483955276918
YIPF7,2.22810764398139,-2.39075028770026,0.967445144887725,-2.47119984045991,0.013466054391751,NA
YOD1,26.814880036556,-0.857655005541539,0.269350351949594,-3.18416144376169,0.00145174020358316,0.668344896224597
ZAP70,165.951593152115,0.415586979897088,0.161683953111548,2.57036627259089,0.0101591040767364,0.999483955276918
ZBTB11-AS1,12.6633848786013,-1.03600843630427,0.327898280969476,-3.15954213984033,0.00158017247366043,0.681756064929876
ZCWPW1,5.5439514842185,-1.21308111039136,0.50011796276043,-2.42558996220749,0.0152835272708564,NA
ZFAND4,22.7381465853969,-0.775258487179215,0.304259558584526,-2.5480168668681,0.0108337232902655,0.999483955276918
ZFP1,22.4017731659484,-0.897250355873815,0.310731658483387,-2.88754084554209,0.00388266190919933,0.832134858101731
ZNF266,51.3275167410632,0.450508829645275,0.190216596208518,2.36839917559781,0.0178652490134705,0.999483955276918
ZNF273,27.0894074918308,-1.05267393798003,0.388076146922524,-2.71254480938295,0.00667687534587792,0.999483955276918
ZNF302,68.3914909052263,-0.748004166776713,0.297205649811864,-2.51678986334955,0.0118429439169671,0.999483955276918
ZNF506,49.1660782518455,0.682255524765444,0.200140823341515,3.40887737631249,0.000652307937721767,0.405051150665195
ZNF529-AS1,6.33557936232881,-1.65428629188147,0.608764822991585,-2.71744724629783,0.00657876419761069,NA
ZNF570,36.6324710993482,-0.745723271748325,0.273618589421694,-2.72541157866667,0.00642213754680026,0.999483955276918
ZNF730,6.02422111172342,-2.19916492822168,0.74622337770399,-2.94705981336065,0.00320811142603062,NA
ZNF818P,11.1420161377846,-1.7303574319458,0.579542669760712,-2.98572913131702,0.00282903108205775,0.762389376235513
ZNF853,2.56757709071251,-2.66068649165736,1.05529655172372,-2.521269009466,0.0116932419885222,NA
