baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CAMK2G,34.528910097939,0.615700615882766,0.237103434270389,2.59675958628515,0.00941077664058471,0.999483955276918
CCDC116,2.12713577843429,-2.50100438493721,1.00195348869474,-2.4961282266658,0.0125557205480826,NA
CCDC7,40.4964502331871,-0.610539246881569,0.196956870336583,-3.09986265438829,0.00193610398402077,0.681756064929876
CCDC71,7.90564160702315,-1.19438827434742,0.424485478123638,-2.81373176681332,0.00489700711410217,NA
CCNB1,5.40148707609911,-1.35007605132747,0.529788056369976,-2.5483323663013,0.0108239293033501,NA
CD40,2.62035183030453,-2.16727757281818,0.924372673892575,-2.34459286176394,0.0190478665681228,NA
CDK19,26.0841267381692,-1.08446770028794,0.457860923639149,-2.36855264185558,0.0178578388662232,0.999483955276918
CDK5RAP3,40.154499850943,0.567101568817253,0.235420757886074,2.4088851548583,0.0160013323619922,0.999483955276918
CELF1,121.683129058674,0.367882982301499,0.148399628112111,2.47900204994837,0.0131750548928418,0.999483955276918
CFAP157,2.01411236120508,-3.52423683011797,1.06321326594475,-3.31470359052225,0.000917403468725674,NA
CHAF1A,5.52047116746609,-1.58022126899584,0.58193623397385,-2.71545433458411,0.00661849033229994,NA
CHST10,2.93611123983101,-1.57497654679471,0.64224813016851,-2.45228669857158,0.014195151112315,NA
CIRBP,98.5647775863756,0.876968740765097,0.233550804457458,3.75493778667262,0.000173384540126283,0.159643815321275
CKS1B,12.1569965277902,-0.848238805654085,0.354795106108135,-2.39078496588833,0.0168123964795779,0.999483955276918
CLEC4GP1,5.63956664508443,-1.40408448214593,0.486676388427469,-2.88504746795453,0.00391354649128682,NA
CLK2P1,2.00863994165011,-3.59681289603605,1.40953132716254,-2.55177932318583,0.0107174377123542,NA
CLPSL1,1.48846101440032,-3.52616089998941,1.32188339455563,-2.66752794876796,0.0076411533457642,NA
CMTM4,12.6708862419223,-1.14106486889072,0.461625899027075,-2.47183893125502,0.0134420064062374,0.999483955276918
CNOT9,42.6454375079813,0.423341942455619,0.166407876992385,2.54400182315283,0.0109590512590477,0.999483955276918
COL18A1,3.32828016804288,1.79099282663173,0.745602121647674,2.40207581849941,0.0163023291675287,NA
CRB2,2.67126498015391,-2.52065553136315,0.751240467126573,-3.35532448219201,0.000792719423565823,NA
CSNKA2IP,7.08041072582153,-1.68625831963075,0.720854614476372,-2.33924883848547,0.019322558829308,NA
DCAF12L2,2.54424909088281,-2.30105024585283,0.954882911819916,-2.4097721483645,0.0159624860093105,NA
DHRS4L2,2.7258837223704,2.67893573345474,0.807260037537732,3.31855363685028,0.00090484942775493,NA
DLEC1,13.5408231344028,-0.849193956101316,0.346493292393,-2.45082365155324,0.0142529762879126,0.999483955276918
DMC1,3.35975827577017,-1.73055075580809,0.707130712345055,-2.44728552387306,0.0143936762971447,NA
DMRT2,2.16490264447708,-2.31764302903669,0.96160593610002,-2.41017961935254,0.0159446684128288,NA
DMXL1,73.5928993180953,-0.50593285009402,0.192427602710397,-2.62921141752957,0.00855831358136938,0.999483955276918
DNAJB3,1.10272524179576,-3.65221828544143,1.55535013704501,-2.34816469838761,0.0188661770010192,NA
DNAJC25-GNG10,1.67023989340419,3.9126064372242,1.64315626244179,2.3811529838373,0.0172585428654323,NA
DNM1L,40.9879078177285,-0.463949426966672,0.197982043358478,-2.3433914464991,0.0191093221603602,0.999483955276918
DOCK7,25.0272608051352,-0.668716517136404,0.255504754296938,-2.61723708029028,0.00886447489422669,0.999483955276918
DSEL,26.508266300096,-1.39775500233405,0.455827774839265,-3.06641034067511,0.00216645771624824,0.683919751623622
DUSP10,12.4997141700747,-1.2157042910076,0.395221043789611,-3.07601103258751,0.00209790082429322,0.681756064929876
EDF1,59.812182404485,0.620741856009793,0.259696524706731,2.39025861709464,0.0168365124810784,0.999483955276918
EGFL8,1.3934203195583,-4.37612872512605,1.6565968249267,-2.6416377595796,0.00825062462967847,NA
EGR1,7.35336642410541,-1.84918662168153,0.714824316002832,-2.58691063004383,0.00968407057682796,NA
