gene_id	gene_name	SRR10662892	SRR10662893	SRR10662894	SRR10662895	SRR10662896	SRR10662897	SRR10662898	SRR10662899	SRR10662900	SRR10662901	SRR10662902	SRR10662903	SRR10662904	SRR10662905	SRR10662906	SRR10662907	SRR10662908	SRR10662909
NOSIP	NOSIP	75	57	221	77	153	327	176	24	9	17	39	69	53	52	36	320	16	62
NOSTRIN	NOSTRIN	7	11	5	15	19	0	4	0	0	2	2	5	9	3	0	0	7	1
NOTCH1	NOTCH1	54	45	46	54	57	154	83	27	14	20	28	52	18	19	15	154	30	9
NOTCH2	NOTCH2	111.114	55.872	110.715	87.085	100.627	217.317	118.682	14	0	25.231	28.62	90.332	76.478	39.591	35.667	201.815	35.658	69.961
NOTCH2NLA	NOTCH2NLA	11.769	10.256	7.154	17.829	7.006	11.879	15.829	1.669	0	0	5.672	0	19.853	9.587	11.413	20.962	15.114	10.322
NOTCH2NLB	NOTCH2NLB	84.621	129.187	124.793	144.489	163.62	70.746	157.81	10.623	0	62.574	68.523	78.615	159.018	38.053	15.106	110.585	43.129	39.662
NOTCH2NLC	NOTCH2NLC	212.379	90.885	259.029	180.523	284.896	326.8	235.843	54.708	17	62.195	96.34	172.762	152.298	93.694	86.888	286.192	76.374	66.793
NOTCH2NLR	NOTCH2NLR	5.117	9.8	8.309	11.073	2.852	11.258	4.836	0	0	0	2.845	18.292	1.353	6.075	9.927	8.447	2.725	1.263
NOTCH3	NOTCH3	4	2	5	5	10	1	5	2	1	1	3	0	3	10	0	3	0	1
NOTCH4	NOTCH4	6	8	1	14	5	4	2	1	0	5	3	9	7	15	2	1	3	0
NOTO	NOTO	5	0	0	4	7	0	3	0	0	1	0	8	2	0	4	0	0	0
NOTUM	NOTUM	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NOVA1	NOVA1	37	21	35	39	20	5	17	0	1	15	22	17	29	10	11	0	18	17
NOVA2	NOVA2	0	3	3	8	4	2	6	0	0	6	1	3	9	0	0	5	1	3
NOX1	NOX1	3	4	2	6	5	0	8	0	0	3	2	11	3	1	1	2	6	0
NOX3	NOX3	0	1	0	6	1	0	0	0	0	2	2	2	2	1	0	1	0	1
NOX4	NOX4	15	18	14	26	17	1	25	0	0	4	13	19	21	10	12	0	5	11
NOX5	NOX5	33	10	12	25	30	0	9	1	0	7	15	26	16	6	1	0	20	11
NOXA1	NOXA1	3	3	4	8	8	6	5	0	0	0	1	0	0	0	0	6	3	6
NOXO1	NOXO1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOXRED1	NOXRED1	2	5	0	5	4	3	2	0	0	1	4	3	3	3	1	1	2	3
NPAP1	NPAP1	22	19	18	15	37	2	35	0	6	6	4	16	13	6	3	11	4	10
NPAP1L	NPAP1L	3	10.838	1.207	1	3	1	2	0	0	2	1	0	1.318	4	1.391	0	3.045	0
NPAS1	NPAS1	1	0	0	0	2	1	0	0	0	0	0	3	0	2	1	0	1	0
NPAS2	NPAS2	2	4	0	4	5	4	8	0	0	4	2	3	2	2	0	3	3	5
NPAS2-AS1	NPAS2-AS1	0	2	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0	2
NPAS3	NPAS3	12	5	5	14	9	0	8	0	1	1	3	3	5	7	0	0	6	1
NPAS4	NPAS4	0	1	1	2	0	1	3	0	0	3	1	3	4	2	0	1	3	1
NPAT	NPAT	151	84	186	121	155	387	207	12	12	51	53	64	71	94	64	251	47	50
NPB	NPB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPBWR1	NPBWR1	4	0	1	5	3	1	4	4	0	3	2	0	7	2	0	0	0	1
NPBWR2	NPBWR2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
NPC1	NPC1	52	56.742	50.954	49	76.895	119.16	95.715	14.121	0	8	32	35	38.725	19	25.564	71	15.455	46.299
NPC1L1	NPC1L1	2	7	1	6	2	0	0	0	0	1	8	3	9	1	0	0	0	1
NPC2	NPC2	30	15	59	23	33	83	46	9	5	15	8	17	15	15	8	85	19	23
NPDC1	NPDC1	19	6	109	58	40	77	50	24	8	11	5	19	25	22	23	108	6	57
NPEPL1	NPEPL1	0	0	0	2.198	19.99	23.736	10.669	0	0	0	6.541	0	0	0	0	29.073	0	0
NPEPPS	NPEPPS	93.207	39.121	126.936	65.051	126.149	223.497	150.635	22.024	0	14.329	22.528	32.655	29.596	28.958	34.968	178.687	21.883	36.447
NPEPPSP1	NPEPPSP1	30.257	10.879	36.328	36.949	8.627	52.294	25.915	9.976	0	7.671	11.651	23.9	19.404	14.415	16.981	62.21	1.625	10.075
NPFF	NPFF	0	0	0	1	4	5	0	0	0	2	1	1	4	0	0	0	1	0
NPFFR1	NPFFR1	20	14	17	12	27	4	14	0	0	2	11	13	18	18	2	0	20	24
NPFFR2	NPFFR2	5	4	5	2	12	3	2	1	0	2	5	7	3	5	0	1	9	4
NPHP1	NPHP1	15	1	0	12	9	1	5	1	0	3	3	4	10	1	3	0	4	5
NPHP3	NPHP3	30.422	19.519	47.689	33.431	61.321	77.573	60.663	12.379	9	26	18.633	22.721	18.415	33	24.792	50	5.117	24.089
NPHP3-ACAD11	NPHP3-ACAD11	0	13.26	3.225	46.78	0	13.764	0	1.621	0	0	5.509	0	0	0	6.963	0	6.824	0
NPHP3-AS1	NPHP3-AS1	19.578	13.89	14.102	17.981	25.679	7.195	23.338	2	0	6	6	11.279	18.585	10	0	0	9	10.91
NPHP4	NPHP4	14	4	1	4	7	5	4	1	0	6	5	15	6	4	0	9	1	1
NPHS1	NPHS1	8	5	5	9	2	1	4	0	0	1	5	3	10	2	2	0	3	1
NPHS2	NPHS2	3	3	2	6	7	1	8	1	1	4	3	2	4	4	0	0	3	4
NPIPA1	NPIPA1	0	10.027	29.668	0	11.014	26.209	17.15	0	4.558	0	0	18.807	10.744	8.078	0	0	3.32	0
NPIPA2	NPIPA2	0	0	0	0	0	0	0	0	0	2.746	0	0	0	0	4.306	0	0	0
NPIPA3	NPIPA3	17.311	8.392	11.847	10.593	7.939	36.533	13.152	11.051	1.418	0	8.316	5.024	10.799	2.949	4.985	11.577	1.103	3.818
NPIPA5	NPIPA5	13.246	5.481	13.962	0	39.158	8.706	22.446	0	0	5.475	0	0	0	0	5.338	19.25	0	7.102
NPIPA7	NPIPA7	15.595	0	0	8.935	0	61.139	30.811	0	0	0	0	0	0	16.623	0	45.195	0	9.619
NPIPA8	NPIPA8	1.606	12.703	20.194	3.874	15	7.357	5.944	0	0	1.52	9.498	7.667	14.037	3.357	0	3.412	4.793	0
NPIPB11	NPIPB11	62.447	34.392	74.756	73.524	78.915	164.73	56.916	22.326	3.909	17.185	43.156	46.634	56.9	34.894	38.873	53.584	22.607	21.808
NPIPB12	NPIPB12	14.386	0	22.024	6.701	21.13	100.435	17.982	8.665	0	0	0	0	15.459	2.843	19.243	6.52	9.619	16.05
NPIPB13	NPIPB13	7.059	17.811	48.205	25.003	27.596	126.275	38.366	0	1.412	6.807	17.194	20.788	29.523	17.344	5.102	44.8	3.054	18.392
NPIPB15	NPIPB15	8.348	12.008	4.655	11.295	13.994	12.959	1.083	0	0	7.323	1.221	3.079	17.882	2.046	0	10.859	0	5.254
NPIPB2	NPIPB2	1.277	3.108	0	10.649	3.999	9.681	5.046	0	0	3.391	2.427	2.542	8.31	1.357	2.808	0	2.176	0
NPIPB3	NPIPB3	39.704	38.281	54.405	29.154	41.427	86.371	49.537	12.723	5.094	2.333	10.497	26.814	12.946	15.596	13.465	59.098	6.967	16.923
NPIPB4	NPIPB4	20.031	4.008	23.744	26.021	48.63	75.249	66.324	1.899	0	4.291	10.541	9.742	2.052	16.689	23.567	33.652	6.449	2.707
NPIPB5	NPIPB5	136.703	78.075	167.254	103.915	156.082	411.39	176.839	18.267	8.586	28.99	81.474	75.275	72.496	64.464	66.666	135.803	39.114	70.984
NPIPB6	NPIPB6	8.13	6.532	0	12.488	11.274	0	0	0	0	9.307	0	0	14.949	1.964	0	0	5.963	0
NPIPB8	NPIPB8	4.67	7.08	0	0	0	0	0	0	0	0	0	12.009	7.522	5.93	0	0	0	0
NPIPB9	NPIPB9	0	0	11.02	14.969	5.002	0	2.414	0	0	0	7.25	0	0	0	1.202	2.691	0	0
NPL	NPL	5	10	9	7	6	9	14	0	0	4	3	8	10	10	11	24	2	1
NPLOC4	NPLOC4	23	18	30	12	36	92	52	13	0	9	7	20	27	7	29	46	2	10
NPM1	NPM1	442.475	325.571	1087.357	482.91	775.691	1515.47	1003.058	155.387	82.097	85.156	135.989	321.933	319.439	300.088	228.815	1729.889	138.094	318.424
NPM2	NPM2	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
NPM3	NPM3	4	0	3	0	1	0	1	0	0	0	1	0	1	0	0	3	0	0
NPNT	NPNT	16	11	9	27	32	0	19	0	0	10	7	15	33	10	0	0	4	7
NPPA	NPPA	1	2	1	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0
NPPA-AS1	NPPA-AS1	1.979	2	0	0	0	4.654	1	0	1.595	0	2	5.67	1.129	2.427	0	0	0	0
NPPB	NPPB	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0
NPPC	NPPC	2	0	1	0	1	1	0	0	0	2	1	0	3	0	0	0	0	0
NPR1	NPR1	2	1	0	2	1	3	2	0	0	1	2	0	0	3	0	0	1	0
NPR2	NPR2	5	3	14	5	6	8	6	1	0	1	2	1	5	0	2	15	0	1
NPR3	NPR3	51	28	22	62	63	0	36	4	0	7	20	34	34	4	7	0	19	60
NPRL2	NPRL2	16	8	34	19	23	56	36	7	1	9	2	17	13	8	15	42	3	13
NPRL3	NPRL3	16.121	8	20.563	8.542	13.938	46.812	24.527	1.028	0	2.152	2	3.266	7	8.337	12.681	35.673	6	7.815
NPS	NPS	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
NPSR1	NPSR1	1	2	3	3	2	0	1	1	1	1	3	3	2	3	1	0	2	2
NPSR1-AS1	NPSR1-AS1	34	36	17	43	45	4	24	14	4	17	20	15	34	13	6	0	9	19
NPTN	NPTN	11	4	21	15	24	44	37	3	0	3	4	7	11	11	8	11	3	5
NPTN-IT1	NPTN-IT1	11	5	7	6	11	11	9	0	5	8	10	8	16	2	3	6	14	4
NPTX1	NPTX1	0	2	6	0	3	3	3	0	0	0	1	0	5	2	0	0	0	2
NPTX2	NPTX2	3	3	1	4	4	3	0	0	1	2	0	0	2	0	0	0	1	0
NPTXR	NPTXR	7	14	3	5	9	2	2	0	0	3	10	14	5	2	0	23	2	1
NPVF	NPVF	5	6	2	6	11	0	3	1	0	0	1	6	4	0	0	0	0	2
NPW	NPW	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NPY	NPY	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
NPY1R	NPY1R	10	3	5	10	28	0	9	0	0	4	9	3	3	1	2	0	9	4
NPY2R	NPY2R	14	6	13	24	24	0	9	2	0	10	5	5	6	2	2	0	5	12
NPY4R	NPY4R	7	6	1	0	0	1	1	0	0	1.72	0	5	1.721	0	0	0	2	2
NPY4R2	NPY4R2	0	0	1	8	4	0	0	0	1	4.28	2	0	9.279	4	0	0	0	0
NPY5R	NPY5R	7	5	2	2	4	1	3	0	0	0	10	3	10	8	2	0	9	7
NPY6R	NPY6R	8	11	10	26	21	1	14	4	1	7	5	7	19	1	0	0	6	2
NQO1	NQO1	8	12.225	9	13	11	5	3	0	0	3	5	8	7	9	4	4	1	0
NQO2	NQO2	9.644	3	18.808	20.991	14.79	52.414	15.491	1.915	0	6	3.675	4.784	6.686	4	5.958	29.995	2.32	6.662
NR0B1	NR0B1	1	1	0	3	4	0	0	0	0	7	0	1	3	5	0	0	9	0
NR0B2	NR0B2	0	2	1	0	1	0	0	0	0	0	1	2	2	0	0	1	0	0
NR1D1	NR1D1	5	3	23.859	3.658	6.141	35.634	29.695	9	0	2	2	12.893	10	4	25.698	58.677	0	1
NR1D2	NR1D2	52	44	58	60	57	89	66	0	2	19	21	62	51	34	30	102	20	33
NR1H2	NR1H2	43	17	91	40	60	122	65	17	11	8	14	33	24	15	45	169	4	23
NR1H3	NR1H3	2	1	5	4	1	6.32	4	0	0	3	1	2	7	2	0	2	0	1
NR1H4	NR1H4	7	3	3	4	19	0	10	3	0	2	4	2	10	8	1	0	4	3
NR1I2	NR1I2	8	6	4	12	15	0	9	0	0	11	2	9	17	5	0	2	2	7
NR1I3	NR1I3	0	1	0	1	1.094	0	0	0	2	1	1	0	2.756	1	0	0	2	0
NR2C1	NR2C1	39	28	56	48	70	85	59	12	2	17	20	44	22	37	20	42	24	7
NR2C2	NR2C2	91.515	56.666	118.52	85.445	85.667	161.303	93.761	6.852	3.007	47.476	64.898	61.857	78.279	10	44.73	164.183	24.432	50
NR2C2AP	NR2C2AP	19.158	6	21.075	4	15.306	21.617	22.786	2	1	1.997	8	7.441	8.436	2.728	6	16	1	2.074
NR2E1	NR2E1	6	0	3	1	4	0	0	0	0	1	1	0	5	8	0	0	3	0
NR2E3	NR2E3	1	2	3	0	0	3	3	1	0	3	0	5	2	2	0	0	1	0
NR2F1	NR2F1	0	0	2	0	2	1	1	0	0	0	1	2	2	4	0	0	0	0
NR2F1-AS1	NR2F1-AS1	30	15	18	34	33	1	17	4	0	7	17	16	17	14	5	0	46	8
NR2F2	NR2F2	3	5	9	1	5	1	0	0	4	1	1	2	0	3	0	0	20	3
NR2F2-AS1	NR2F2-AS1	7	5	6	2	10	0	3	0	0	1	2	2	3	2	0	0	1	2
NR2F6	NR2F6	0	3	4	5	4	18	5	0	0	2	0	2	3	3	2	45	0	0
NR3C1	NR3C1	149	69	208.001	175.001	241.999	401	270	30	11	43.999	49.999	108.999	124	87	71	322.001	41	129.001
NR3C2	NR3C2	63	24	48	22	70	94	58	12	6	15	31	29	39	54.999	25	122	27	20
NR4A1	NR4A1	1	0	0.725	3	3	8	0	0	0	0	0	2	1	4	0	0	0	0
NR4A2	NR4A2	2	1	2	1	3	60	3	0	0	2	9	8	5	8	0	5	2	8
NR4A3	NR4A3	19	17	22	20	32	5	26	4	1	13	16	7	24	0	0	0	16	16
NR5A1	NR5A1	0	1	0	1	0	0	0	1	0	0	2	0	1	1	0	0	0	0
NR5A2	NR5A2	21	9	4	23	20	2	9	3	0	3	5	14	18	9	0	1	6	8
NR6A1	NR6A1	24	20	4	22	9	1	7	1	0	6	7	12	17	14	0	0	4	2
NRAD1	NRAD1	9	2	5	7	9	1	6	0	0	4	9	7	7	4	0	0	2	3
NRADDP	NRADDP	1	1	2	0	0	2	1	0	0	0	0	0	2	0	0	1	2	0
NRAP	NRAP	10	9	6	7	11	1	4	0	2	3	6.852	7	9	7	0	1	2	3
NRARP	NRARP	0	1	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	1
NRAS	NRAS	50	18	74	49	53	118	84	14	0	29	20	31	38	23	40	114	11	25
NRAV	NRAV	6	1	2	1	5	5	3	0	0	1	2	4	8	2	0	0	1	2
NRBF2	NRBF2	24	16	40	34	34	95	53	11	9	10	13	19	32	10	12	83	7	22
NRBP1	NRBP1	64	28	111	71	82	221	124	30	6	23	18	57.001	48	30	34	128	12	37
NRBP2	NRBP2	9	9	10	7	8	15	7	6	0	4	2	7	3	4	0	8	0	1
NRCAM	NRCAM	22	23	24	31	51	1	39.999	2	1	10	14	22	25	4	3	0	11	11
NRDC	NRDC	69	34	132	79	86	231	155	25	14	14	35	51	52	25	28	191	20	10
NRDE2	NRDE2	48.869	42.471	62.154	39.397	54.063	80.075	67.539	5.184	0	30.632	33.898	37.171	34.888	28.439	22.36	78.334	13.363	26.929
NREP	NREP	14.546	5.999	8	7	17.779	5	13	8	9	8	5	9	16.032	2	0	2	8.884	4
NREP-AS1	NREP-AS1	1	0	2	6	1	0	4	0	0	0	1	0	3	0	0	1	1	5
NRF1	NRF1	21	15	33	27	31	69	30	3	6	7	14	16	19	9	2	19	1	2
NRG1	NRG1	82.999	36	41	85	122	5	68	6	5	25	29	52	73.001	16	3	8	35	19
NRG1-IT1	NRG1-IT1	1	1	0	1	5	0	3	0	0	0	0	0	0	1	0	0	1	0
NRG1-IT3	NRG1-IT3	4	1	2	3	7	0	5	0	0	3	0	0	1	0	0	0	1	0
NRG2	NRG2	4	1	2	1	1	1	1	0	0	3	0	0	4	2	1	0	0	0
NRG3	NRG3	26	13	16	29	35.999	4	17	0	4	5	14	9	17	7	4	1	14	13
NRG3-AS1	NRG3-AS1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NRG4	NRG4	10.904	5.787	7.874	13.86	10.342	6.364	5.785	0	2.403	5.042	7.484	3.593	14.992	4.329	1.493	11.586	6.422	7.613
NRGN	NRGN	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0
NRIP1	NRIP1	46	29	68	67	62	50	49	27	2	14	24	42	55	18	27	26	22	44
NRIP2	NRIP2	6	13	12.569	7	8	24.588	16.852	0	4	0	10	4	14.789	5	7	13.346	6	11
NRIP3	NRIP3	9	8	4	6	5	3	4	1	0	2	8	1	7	8	0	0	1	1
NRIR	NRIR	3	2	6	4	4	3	3	0	0	1	1	2	5	1	0	0	2	0
NRK	NRK	19	10	22	21	27	1	26	0	0	12	5	25	31	9	0	3	15	5
NRL	NRL	5	0	2	1	2.127	3.904	4	2	0	0	3	0	4	2	0	8.039	1	7.963
NRM	NRM	3	6	12	6	7	19	16	1.001	1.001	3	4	10	3	2	1	14	3	6
NRN1	NRN1	1	0	0	0	3	0	0	0	0	2	0	0	1	0	1	0	1	0
NRN1L	NRN1L	3	0	0	1	3	1	2	0	0	0	1	1	0	0	0	1	0	0
NRON	NRON	2	4	0	7	0	2	1	0	1	2	3	0	11	2	0	0	0	0
NRP1	NRP1	22	12	14	18	32	7	18	0	0	9	5	9	21	1	0	1	7	5
NRP2	NRP2	18	28	17	31	19	1	19	1	7	6	17	14	29	19	0	0	1	6
NRROS	NRROS	9	4	10	14	8	38	15	8	3	4	5	10	8	4	12	12	1	3
NRSN1	NRSN1	2	1	9	11	10	0	3	0	0	3	8	2	7	2	0	0	2	2
NRSN2	NRSN2	1	0	2	0	2	3	3	0	0	1	1	0	3	4	1	0	0	0
NRSN2-AS1	NRSN2-AS1	2	5	3	6	4	0	0	0	0	1	7	2	2	1	0	0	1	1
NRTN	NRTN	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
NRXN1	NRXN1	52	22	32	48	97	4	80	13	9	23	19	42	41	19	14	0	38	38
NRXN2	NRXN2	0	5	1	1	0	2	1	0	0	1	2	5	3	2	1	2	3	0
NRXN3	NRXN3	32	30	22	40	48	4	22	7	2	15	30	31	41	16	13	1	6	5
NSA2	NSA2	49.706	37.544	148.617	84.383	120.001	292.616	141.724	8.389	7	16.753	29.61	23.248	54.148	40.264	27.203	202	19	21.122
NSD1	NSD1	121	92	173	172	160	417	212	51	47	55	68	75	90	68	84	263	46	74
NSD2	NSD2	104	55	42	66.999	71.001	94	77	6	14.001	28	37	55.001	41.001	36.999	23	73.999	25	28.999
NSD3	NSD3	194	124	423	214	252	608	323.923	60	22	69	81.989	160	154.747	91	133	401	62.946	112
NSDHL	NSDHL	7	4	16	6	5	30	6	10	0	3	5	7	6	4	1	8	1	0
NSF	NSF	46.523	30	44	41.684	68	96.431	54.507	34	0	19	21	33	72.76	52	44	110.645	26.563	35
NSFL1C	NSFL1C	29	16	53	35	51	89	64	8	7	20	12	33	20	16	28	92	15	24
NSFP1	NSFP1	11.477	0	0	8.316	0	21.569	6.493	0	0	0	0	0	13.24	0	0	8.355	6.437	0
NSG1	NSG1	12	9	41	6	10	35	39	4	0	10	8	12	7	8	11	48	5	7
NSG2	NSG2	1	2	0	6	1	0	0	0	0	1	4	3	3	0	11	0	1	1
NSL1	NSL1	94	61	89	98	127	157.001	106	37	10	36	48	48	72	61	30	81	38	51
NSMAF	NSMAF	54	19	100	53	55	125	95	18	4	15	16	25	43	34	47	182	20	18
NSMCE1	NSMCE1	22	14	36	13	17	68	40	3	2	7	5	14	23	19	6	43	15	24
NSMCE1-DT	NSMCE1-DT	1	0	0	2	3	0	0	0	0	0	2	1	1	1	0	1	1	3
NSMCE2	NSMCE2	10	6	37	14	14	30	38	4	0	7	9	10	14	12	5	15	2	10
NSMCE3	NSMCE3	20	18	54	28	38	50	27	3	0	6	15	19	30	13	3	49	11	26
NSMCE4A	NSMCE4A	23	17	53	35	51	83	39	8	5	8	5	19	21	18	27	57	2	12
NSMF	NSMF	6	8	13	16	19	31	21	4	0	6	5	27	13	15	6	13	3	6
NSRP1	NSRP1	24	11	38	35	29	76	54	8	3	13	10	21	15	17	4	51	9	21
NSUN2	NSUN2	43	33	87	49	58	129	116	14	3	13	18	18	26	23	25	144	11	34
NSUN3	NSUN3	62	33	93	66	79	110	92	2	0	20	20	40	60	35	26	36	20	41
NSUN4	NSUN4	30	41	27	48	36	69	55	9	1	17	17	40	30	33	7	51	12	1
NSUN5	NSUN5	20.253	14.067	33.426	34.545	23.914	48.459	61.754	4.134	2	8.107	5.77	12.153	16.906	4.667	10.119	75.348	2.65	9.137
NSUN5P1	NSUN5P1	23.759	23.922	34.745	15.517	27.487	86.092	89.154	9.417	2	9.861	17.48	13.442	15.23	14.329	19.534	100.486	10.903	10.727
NSUN5P2	NSUN5P2	8.433	19.854	23.495	3.481	16.213	32.3	4.778	4.329	0	0	0	7.763	3.559	11.396	9.46	54.028	0	21.804
NSUN6	NSUN6	24	17	24	34	16	78	58	16	3	9	10	16	13	6	10	102	16	20
NSUN7	NSUN7	18.452	9.342	6.55	24.184	8.185	0	4.672	1	1	8.328	11.003	8.535	26.99	14.888	2.979	0	20.545	12.472
NT5C	NT5C	11	7	44	14	29	52.999	48	3	1	10	1	8	7	10	5	38	4	16
NT5C1A	NT5C1A	0	1	0	0	0	1	2	0	0	2	1	0	2	0	0	1	3	0
NT5C1B	NT5C1B	6	2	3	5	6	7	0	1	0	0	0	8	7	2	0	0	8	4
NT5C1B-RDH14	NT5C1B-RDH14	0	0	0	0	0	0	2.853	0	0	0	1.288	0	0	0	3.108	13.443	0	0
NT5C2	NT5C2	38.716	35.173	66.669	48.55	60.451	88.197	45.147	27.686	2	9.766	15.656	25.206	29.068	13.283	13.33	43.535	15.179	47.768
NT5C3A	NT5C3A	19	17	60	34	43	131	83	3	1	8	9	37	30	13	30	49	18	27
NT5C3B	NT5C3B	6	2	22	10	12	4	21	1	0	3	4	7	4	5	0	6	2	3
NT5DC1	NT5DC1	42	27	109	95	96	159	101	22	5	15	28	57	58	44	51	107	34	61
NT5DC2	NT5DC2	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
NT5DC3	NT5DC3	41	16	48	42	37	28	29	1	12	18	16	22	40	17	3	23	13	15
NT5DC4	NT5DC4	2	0	3	5	1	0	1	0	0	0	4	3	5	3	0	0	3	0
NT5E	NT5E	10	6	9	11	19	1	6	0	1	12	2	4	9	3	0	15	7	3
NT5M	NT5M	0	1	0	1	2	1	0	0	0	1	1	1	1	1	0	0	1	0
NTAN1	NTAN1	15.056	2	26.045	9.701	7.56	48.499	34.04	2.104	1	1	4.878	4.321	4.26	5.656	0	37.401	0	2.401
NTF3	NTF3	3	0	0	4	2	0	0	0	0	0	0	0	4	0	5	0	0	0
NTF4	NTF4	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NTHL1	NTHL1	2	4	11	3	4	23	18	0	1	2	2	3	1	1	6	15	1	3
NTM	NTM	8	6	3	4	13	0	4	0	1	3	0	9	12	7	0	0	12	0
NTM-AS1	NTM-AS1	0	0	2	1	0	0	0	0	0	2	0	0	5	1	1	0	2	0
NTM-IT	NTM-IT	0	0	2	2	0	0	0	0	0	2	1	0	4	0	0	0	0	0
NTMT1	NTMT1	5.502	15.853	17.427	9.751	15.918	49.095	22.758	6.889	3	4.772	3.917	17.507	4.575	4.529	2.705	15.255	3.092	7.407
NTN1	NTN1	4	5	0	4	6	4	1	0	0	4	4	2	1	1	0	0	2	0
NTN3	NTN3	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	2
NTN4	NTN4	10	2	3	4	11	2	5	1	0	4	5	0	10	3	0	0	3	8
NTN5	NTN5	1	2	0	1	0	0	2	0	0	0	0	0	0	0	2	0	1	0
NTNG1	NTNG1	16	11	14	20	27	0	34	2	1	12	5	11	14	6	3	0	12	10
NTNG2	NTNG2	2	4	3	5	4	4	2	1	0	5	1	2	5	6	1	4	1	0
NTPCR	NTPCR	27.157	4.087	43.768	30	17.801	47.519	61.307	5	0	5	14.225	7.043	28.762	25	10	17.088	2	5
NTRK1	NTRK1	0	3	0	5	1	2	0	0	0	1	1	3	0	1	0	0	0	0
NTRK2	NTRK2	105	55	72	86	159	12	60	6	3	38	33	68	84.999	31	7	1	49	15
NTRK3	NTRK3	103	57	40	96	124	1	89	8	15	42	30	61	61	46	14	1	27	22
NTRK3-AS1	NTRK3-AS1	5	3	0	4	4	0	1	0	0	2	4	1	5	0	0	0	2	1
NTS	NTS	1	1	4	4	0	0	3	0	0	0	4	0	6	2	0	0	0	1
NTSR1	NTSR1	1	0	0	0	0	3	1	3	0	1	3	3	3	2	0	0	0	0
NTSR2	NTSR2	0	4	0	0	4	0	1	0	0	0	0	0	3	3	0	0	1	0
NUAK1	NUAK1	26	7	8	17	12	4	7	0	0	9	12	18	22	14	0	2	4	2
NUAK2	NUAK2	40	28	67	39	38	145	93	9	12	17	18	49	46	30	21	144	1	46.33
NUB1	NUB1	46	17	66	34	60	161	109	5	15	9	12	38	30	19	38	106	22	31
NUBP1	NUBP1	9	1	16	10	14	30.98	15	2	3	0	3	6	5	4	5	18	2	12
NUBP2	NUBP2	27	16	40	22	30	81	46	7	15	6	13	24	23	15	23	110	4	16.999
NUBPL	NUBPL	19.959	15	34	22	19.373	15	20	2	1	9	17	11	19	12.353	7	14.096	10	2
NUCB1	NUCB1	40	24	116	41	55	135	140	20	0	8	16	34	32	20	19	90	3	15
NUCB1-AS1	NUCB1-AS1	2	0	0	0	1	3	2	0	0	0	0	1	1	0	0	0	3	0
NUCB2	NUCB2	42.001	25	98	58	72	168	141	10	18	6	22	22	33	17	21	98	29	21
NUCKS1	NUCKS1	116.977	61	176.8	88	170.504	258.983	256.98	37	4	33	56.585	71	74.741	51	59	228	44	74
NUDC	NUDC	49	15	58	42	38	106	65	20	4	7	10	24	25	34	10.538	73	6	23
NUDCD1	NUDCD1	33	18	48	52	45	34	44	10	0	17	10	29	28	22	14	74	21	50
NUDCD2	NUDCD2	57.986	70	97.796	67	93.001	120	103.05	7	6	33.337	59.827	32	64.884	38	17.82	104.842	37	28
NUDCD3	NUDCD3	62	34	59	47	85	128	88	28	5	21	17	58	49	26	13	87	16	46
NUDT1	NUDT1	12	2	7	6	6	14	11	4	0	1	3	3	3	5	8	11	1	6
NUDT10	NUDT10	3	4	2	2	9.709	6	3	0	0	2	7	4	6	3	4	0	0	0
NUDT11	NUDT11	6	0	5	13	5.291	2	8	8	2	5	5	0	11	1	0	9	13	6
NUDT12	NUDT12	6	0	9	3	16	4	18	6	0	0	6	13	18	18	0	5	6	6
NUDT13	NUDT13	10	8	10	10	19	13	18	1	2	2	2	6	6	4	0	13	6	0
NUDT14	NUDT14	2	1	10	4	3	5	11	0	0	2	1	8	2	0	0	7	1	0
NUDT15	NUDT15	27.377	21	29	34	29	49	32	10	0	12	10	19.999	32	14	12	30	21.001	15
NUDT16	NUDT16	28	18	40	25	60	23	54	1	2	3	21.001	10	23	10	3	19	9	49
NUDT16L1	NUDT16L1	6	15	33	15	29	58	48	4	4	5	3	11	7	17	11	77	0	8
